Whitwell	 Quentin	MS	R	N00036925
Wildes	 Michael	NJ	D	N00027253
Williams	 David III	IL	R	N00035418
Williams	 Paul	TX	D	N00037005
Williams	 Roger	TX	R	N00030602
Wilson	 Frederica	FL	D	N00030650
Wilson	 Joe	SC	R	N00024809
Wittman	 Rob	VA	R	N00029459
Wolf	 August	CT	R	N00037232
Womack	 Steve	AR	R	N00031857
Woodall	 Rob	GA	R	N00032416
Wyden	 Ron	OR	D	N00007724
Wyman	 Phil	CA	R	N00007286
Xuna	 John	FL	D	N00025271
Yarmuth	 John A	KY	D	N00028073
Yoder	 Kevin	KS	R	N00031502
Yoho	 Ted	FL	R	N00033220
Young	 David	IA	R	N00035509
Young	 Don	AK	R	N00007999
Young	 Todd	IN	R	N00030670
Zalcman	 Mark	IL	R	N00037001
Zeldin	 Lee	NY	R	N00029404
Zinke	 Ryan K	MT	R	N00035616
Zinn	 Walter Jr	MS	D	N00037047
